cluster,gene,,,,,,,,,,,,,,,,
7,PODMHCNB_00002,IFAAAHMD_00007,PHBHOCAB_00001,LKIPDCDL_00002,AEAFPCAL_00002,CKIFJHEA_00004,AGBBPLPD_00004,,,,,,,,,,
17,LEMLAGCJ_00004,EOLKNJBM_00008,LFKNGEEF_00004,AONIEPPH_00005,MOBHADPN_00004,IBPBOOHP_00009,AMJMGKGB_00005,LNHEDDDO_00005,PAJFPAMC_00008,KCDPKGBJ_00003,CNEAMKEG_00009,KHDAMHGJ_00008,MIIMDJNA_00004,OONAPPJM_00005,ADIJKJOK_00004,HGDEFLKI_00004,ELOFKCAL_00001
11,EEDEHMMM_00001,HFFEDDFJ_00014,NDDFKPPL_00006,CNEAMKEG_00055,MCEDKLEK_00001,EBMHDCHI_00001,CHGBHGMI_00016,CANDCAGL_00005,MKPCJEJK_00015,CIEIPNNI_00026,MJFNOHPL_00005,,,,,,
6,AGBBPLPD_00008,LKIPDCDL_00006,GPLIFAKC_00003,PHBHOCAB_00005,IFAAAHMD_00011,BLGPNOEN_00005,,,,,,,,,,,
1,CMLBKDKH_00066,,,,,,,,,,,,,,,,
7,AMJMGKGB_00010,IBPBOOHP_00014,ADIJKJOK_00009,KHDAMHGJ_00013,CNEAMKEG_00014,PAJFPAMC_00013,EOLKNJBM_00013,,,,,,,,,,
6,OOHHBMED_00016,KPGKJBEP_00005,GMOEFFOK_00008,DDBEDCGG_00007,FCAOMNPL_00005,HMJGHHMJ_00010,,,,,,,,,,,
3,DGPDLLBB_00057,BOPJEMOM_00018,FIMMPJNN_00057,,,,,,,,,,,,,,
5,CICOJLPI_00004,CAFLMJIC_00138,JBIMIPIB_00006,LOAGNOMO_00004,NPBCENDG_00006,,,,,,,,,,,,
1,AIALGFFB_00009,,,,,,,,,,,,,,,,
3,CMLBKDKH_00053,MMFDLKPG_00003,OFJEEBPC_00010,,,,,,,,,,,,,,
9,MCEDKLEK_00005,MJEIIJNA_00004,NDDFKPPL_00010,CNEAMKEG_00059,CIEIPNNI_00030,EEDEHMMM_00005,MKPCJEJK_00019,CHGBHGMI_00020,HFFEDDFJ_00018,,,,,,,,
3,KOPLHBGH_00004,MOFEPKCN_00004,PAONDKHO_00004,,,,,,,,,,,,,,
1,COBEFPMI_00057,,,,,,,,,,,,,,,,
8,LLGBBFNI_00006,AOKLCGBP_00009,EJFJIICA_00040,DPNMAKPO_00007,PJLGEPAM_00007,HCNAFKMD_00006,GBJONDLN_00002,MFDAJPNO_00012,,,,,,,,,
1,AIALGFFB_00032,,,,,,,,,,,,,,,,
8,CANDCAGL_00001,HFFEDDFJ_00010,NDDFKPPL_00002,CNEAMKEG_00051,CHGBHGMI_00012,CIEIPNNI_00022,MKPCJEJK_00011,MJFNOHPL_00001,,,,,,,,,
3,MNOCLFAP_00015,CGHAHJMC_00015,MFOEDGJP_00015,,,,,,,,,,,,,,
5,AHOILIMA_00002,CDKBLHKE_00002,IOCALNBG_00002,HCOBJECM_00002,MEGLDCKF_00002,,,,,,,,,,,,
5,HCOBJECM_00007,MEGLDCKF_00007,CDKBLHKE_00007,IOCALNBG_00007,AHOILIMA_00007,,,,,,,,,,,,
3,FIMMPJNN_00049,BOPJEMOM_00026,DGPDLLBB_00049,,,,,,,,,,,,,,
6,DINEAAHN_00001,PNMLNJBE_00001,OCFEKFOI_00001,MGICCDHI_00001,BDFALBBM_00001,CIDHKLLJ_00001,,,,,,,,,,,
2,MJNGFAHC_00002,APIDFFDB_00002,,,,,,,,,,,,,,,
1,LGJHLHJI_00022,,,,,,,,,,,,,,,,
3,MDFJFFIF_00025,LGJHLHJI_00019,PDHDOIKH_00016,,,,,,,,,,,,,,
3,PPEAPJEI_00020,MDFJFFIF_00055,PDHDOIKH_00046,,,,,,,,,,,,,,
1,CAFLMJIC_00020,,,,,,,,,,,,,,,,
3,MFOEDGJP_00006,CGHAHJMC_00006,MNOCLFAP_00006,,,,,,,,,,,,,,
2,IOJIKLIK_00012,GHMGBAEI_00012,,,,,,,,,,,,,,,
1,EGALHOAJ_00011,,,,,,,,,,,,,,,,
10,JKFAJILD_00010,GAIDFPLK_00014,DCLJHIOD_00010,OCDLMJCJ_00006,OHJACJIE_00004,EGKGNLGI_00012,GHDFECEE_00016,HLMBFDGP_00006,GDAEFEPF_00006,APIDFFDB_00026,,,,,,,
2,BOPJEMOM_00116,AIALGFFB_00004,,,,,,,,,,,,,,,
10,POJEAIJC_00003,CEGFEPDD_00003,EJFJIICA_00003,LJJJCJKM_00001,KAFMMDNG_00003,IKJBLBIK_00003,GMIBJNNK_00002,AGELIOHP_00001,PFPKOGCO_00002,JJAHEJNG_00002,,,,,,,
3,MDFJFFIF_00054,PDHDOIKH_00045,PPEAPJEI_00019,,,,,,,,,,,,,,
2,CHGBHGMI_00001,MKPCJEJK_00001,,,,,,,,,,,,,,,
1,GFNEAOIK_00073,,,,,,,,,,,,,,,,
2,EJFJIICA_00022,IKJBLBIK_00022,,,,,,,,,,,,,,,
2,NNNJPOIF_00018,AAMILBOI_00039,,,,,,,,,,,,,,,
2,GHMGBAEI_00033,IOJIKLIK_00033,,,,,,,,,,,,,,,
2,GHMGBAEI_00010,IOJIKLIK_00010,,,,,,,,,,,,,,,
1,PIMDMHEP_00001,,,,,,,,,,,,,,,,
8,GMIBJNNK_00001,PFPKOGCO_00001,JJAHEJNG_00001,CEGFEPDD_00002,EJFJIICA_00002,KAFMMDNG_00002,IKJBLBIK_00002,POJEAIJC_00002,,,,,,,,,
3,FANIDGOH_00034,COBEFPMI_00041,GFNEAOIK_00048,,,,,,,,,,,,,,
3,PDHDOIKH_00042,PPEAPJEI_00016,MDFJFFIF_00051,,,,,,,,,,,,,,
5,MFMLEMAL_00002,CDHGIKDO_00001,KBLMPEBM_00001,JIAHOEME_00002,LCOCJHGB_00002,,,,,,,,,,,,
3,PDHDOIKH_00027,MDFJFFIF_00036,LGJHLHJI_00008,,,,,,,,,,,,,,
1,EFEAKEDL_00044,,,,,,,,,,,,,,,,
1,EHOOANAO_00045,,,,,,,,,,,,,,,,
1,EHOOANAO_00003,,,,,,,,,,,,,,,,
2,MDFJFFIF_00014,PDHDOIKH_00005,,,,,,,,,,,,,,,
1,CAFLMJIC_00107,,,,,,,,,,,,,,,,
1,KCDPKGBJ_00006,,,,,,,,,,,,,,,,
1,EGALHOAJ_00009,,,,,,,,,,,,,,,,
4,GGDNMJNA_00001,DELJAAJL_00003,BLHOFFBM_00005,KDAPJLLE_00005,,,,,,,,,,,,,
1,DENJFJGE_00002,,,,,,,,,,,,,,,,
1,KDAPJLLE_00012,,,,,,,,,,,,,,,,
1,MBJHDCJA_00017,,,,,,,,,,,,,,,,
7,DCLJHIOD_00004,CIOHMFKN_00008,GAIDFPLK_00008,JKFAJILD_00003,GHDFECEE_00010,EGKGNLGI_00006,APIDFFDB_00020,,,,,,,,,,
1,GFNEAOIK_00042,,,,,,,,,,,,,,,,
6,OCFEKFOI_00012,PNMLNJBE_00012,BDFALBBM_00012,DINEAAHN_00012,MGICCDHI_00012,CIDHKLLJ_00012,,,,,,,,,,,
1,DENJFJGE_00039,,,,,,,,,,,,,,,,
1,PKFPGIHL_00023,,,,,,,,,,,,,,,,
3,IKJBLBIK_00012,KAFMMDNG_00012,EJFJIICA_00012,,,,,,,,,,,,,,
3,FIMMPJNN_00028,BOPJEMOM_00047,DGPDLLBB_00028,,,,,,,,,,,,,,
1,GFNEAOIK_00027,,,,,,,,,,,,,,,,
8,CIEIPNNI_00023,HFFEDDFJ_00011,NDDFKPPL_00003,CNEAMKEG_00052,CHGBHGMI_00013,CANDCAGL_00002,MKPCJEJK_00012,MJFNOHPL_00002,,,,,,,,,
2,COBEFPMI_00017,FANIDGOH_00010,,,,,,,,,,,,,,,
2,KNBJAHMG_00018,BOIMCKJB_00004,,,,,,,,,,,,,,,
4,HOHICCDL_00008,FAPDFBMB_00002,PNPDPCJG_00006,EOHBAPLG_00003,,,,,,,,,,,,,
4,CMLBKDKH_00013,DOACAIIE_00006,LMPLBELI_00002,MKBNMLOM_00006,,,,,,,,,,,,,
2,CAFLMJIC_00083,AAMILBOI_00019,,,,,,,,,,,,,,,
1,CMLBKDKH_00030,,,,,,,,,,,,,,,,
3,DCPLLAOP_00001,COBEFPMI_00001,GFNEAOIK_00002,,,,,,,,,,,,,,
1,KCOELLMG_00034,,,,,,,,,,,,,,,,
4,FKFNBKLF_00002,BPDMCOHN_00002,CAFLMJIC_00112,GLMMBHIE_00004,,,,,,,,,,,,,
2,AIALGFFB_00011,BOPJEMOM_00109,,,,,,,,,,,,,,,
10,GDAEFEPF_00005,GAIDFPLK_00013,DCLJHIOD_00009,OCDLMJCJ_00005,OHJACJIE_00003,EGKGNLGI_00011,GHDFECEE_00015,HLMBFDGP_00005,JKFAJILD_00009,APIDFFDB_00025,,,,,,,
3,IBPBOOHP_00028,CNEAMKEG_00028,FHBPMMBH_00007,,,,,,,,,,,,,,
14,HGDEFLKI_00006,EOLKNJBM_00010,LFKNGEEF_00006,AONIEPPH_00007,IBPBOOHP_00011,AMJMGKGB_00007,PAJFPAMC_00010,KCDPKGBJ_00005,CNEAMKEG_00011,KHDAMHGJ_00010,LEMLAGCJ_00006,OONAPPJM_00007,ADIJKJOK_00006,ELOFKCAL_00003,,,
3,DGPDLLBB_00017,BOPJEMOM_00058,FIMMPJNN_00017,,,,,,,,,,,,,,
2,AAMILBOI_00002,CAFLMJIC_00100,,,,,,,,,,,,,,,
3,BOPJEMOM_00004,FIMMPJNN_00071,DGPDLLBB_00071,,,,,,,,,,,,,,
5,JIAHOEME_00003,MFMLEMAL_00003,CDHGIKDO_00002,KBLMPEBM_00002,LCOCJHGB_00003,,,,,,,,,,,,
3,GLEPIHLP_00006,LPJIBDKK_00004,COBEFPMI_00050,,,,,,,,,,,,,,
1,KCOELLMG_00007,,,,,,,,,,,,,,,,
9,GPLIFAKC_00001,IFAAAHMD_00009,PHBHOCAB_00003,BLGPNOEN_00003,AEAFPCAL_00004,CKIFJHEA_00006,PODMHCNB_00004,LKIPDCDL_00004,AGBBPLPD_00006,,,,,,,,
2,ADGJDBML_00006,LGJHLHJI_00003,,,,,,,,,,,,,,,
3,CICOJLPI_00008,JBIMIPIB_00010,CAFLMJIC_00142,,,,,,,,,,,,,,
5,IBPBOOHP_00015,KHDAMHGJ_00014,CNEAMKEG_00015,PAJFPAMC_00014,EOLKNJBM_00014,,,,,,,,,,,,
1,EHOOANAO_00059,,,,,,,,,,,,,,,,
3,FHBPMMBH_00009,CNEAMKEG_00030,IBPBOOHP_00030,,,,,,,,,,,,,,
2,KOPLHBGH_00008,PIMDMHEP_00005,,,,,,,,,,,,,,,
1,EHOOANAO_00026,,,,,,,,,,,,,,,,
4,GGDNMJNA_00003,DELJAAJL_00005,BLHOFFBM_00007,KDAPJLLE_00007,,,,,,,,,,,,,
1,EHOOANAO_00001,,,,,,,,,,,,,,,,
1,AHBMAPJE_00057,,,,,,,,,,,,,,,,
3,BOPJEMOM_00037,FIMMPJNN_00038,DGPDLLBB_00038,,,,,,,,,,,,,,
3,FIMMPJNN_00015,BOPJEMOM_00060,DGPDLLBB_00015,,,,,,,,,,,,,,
4,JKGLGNOA_00005,CNAOMDFN_00001,COABHCKC_00004,OGDJKJFC_00006,,,,,,,,,,,,,
1,DGPDLLBB_00099,,,,,,,,,,,,,,,,
1,EFEAKEDL_00029,,,,,,,,,,,,,,,,
10,KHDAMHGJ_00011,EOLKNJBM_00011,AONIEPPH_00008,IBPBOOHP_00012,AMJMGKGB_00008,PAJFPAMC_00011,CNEAMKEG_00012,ADIJKJOK_00007,HGDEFLKI_00007,ELOFKCAL_00004,,,,,,,
1,PPEAPJEI_00022,,,,,,,,,,,,,,,,
3,CIEIPNNI_00006,CNEAMKEG_00036,IBPBOOHP_00036,,,,,,,,,,,,,,
1,CAFLMJIC_00022,,,,,,,,,,,,,,,,
3,CAFLMJIC_00134,NPBCENDG_00002,JBIMIPIB_00002,,,,,,,,,,,,,,
3,JIAHOEME_00001,MFMLEMAL_00001,LCOCJHGB_00001,,,,,,,,,,,,,,
3,CAFLMJIC_00047,NNNJPOIF_00035,AAMILBOI_00056,,,,,,,,,,,,,,
3,NNNJPOIF_00014,CAFLMJIC_00067,AAMILBOI_00035,,,,,,,,,,,,,,
1,PKFPGIHL_00006,,,,,,,,,,,,,,,,
3,LGJHLHJI_00020,MDFJFFIF_00024,PDHDOIKH_00015,,,,,,,,,,,,,,
3,FANIDGOH_00038,GLEPIHLP_00001,COBEFPMI_00045,,,,,,,,,,,,,,
2,AIALGFFB_00013,BOPJEMOM_00107,,,,,,,,,,,,,,,
1,AIALGFFB_00030,,,,,,,,,,,,,,,,
9,LJJJCJKM_00003,PFPKOGCO_00004,AGELIOHP_00003,GMIBJNNK_00004,IKJBLBIK_00005,KAFMMDNG_00005,JJAHEJNG_00004,EJFJIICA_00005,POJEAIJC_00005,,,,,,,,
2,MDFJFFIF_00058,PDHDOIKH_00049,,,,,,,,,,,,,,,
3,DCPLLAOP_00003,COBEFPMI_00003,GFNEAOIK_00004,,,,,,,,,,,,,,
8,GHDFECEE_00007,CIOHMFKN_00005,GAIDFPLK_00005,DCLJHIOD_00001,EGKGNLGI_00003,PKEBDKFA_00005,IMOJOGFE_00005,APIDFFDB_00017,,,,,,,,,
5,CMLBKDKH_00011,DOACAIIE_00004,GJOHIMGI_00004,FBIDEFON_00004,MKBNMLOM_00004,,,,,,,,,,,,
3,BOPJEMOM_00065,FIMMPJNN_00010,DGPDLLBB_00010,,,,,,,,,,,,,,
2,EJFJIICA_00020,IKJBLBIK_00020,,,,,,,,,,,,,,,
2,CAFLMJIC_00081,AAMILBOI_00021,,,,,,,,,,,,,,,
5,CIEIPNNI_00021,CNEAMKEG_00050,CHGBHGMI_00011,MKPCJEJK_00010,HFFEDDFJ_00009,,,,,,,,,,,,
6,CIDHKLLJ_00005,DINEAAHN_00005,MGICCDHI_00005,OCFEKFOI_00005,PNMLNJBE_00005,BDFALBBM_00005,,,,,,,,,,,
1,PKFPGIHL_00021,,,,,,,,,,,,,,,,
4,DELJAAJL_00009,GGDNMJNA_00007,BLHOFFBM_00011,KDAPJLLE_00011,,,,,,,,,,,,,
1,BOPJEMOM_00093,,,,,,,,,,,,,,,,
4,CFLMPIEH_00009,EGALHOAJ_00026,BLNAMFJI_00009,GBPBBHJG_00009,,,,,,,,,,,,,
7,GHDFECEE_00008,CIOHMFKN_00006,GAIDFPLK_00006,DCLJHIOD_00002,EGKGNLGI_00004,PKEBDKFA_00006,APIDFFDB_00018,,,,,,,,,,
4,NPIJGLCM_00001,JIAHOEME_00011,AMIHLCIC_00001,EPIDIIBF_00001,,,,,,,,,,,,,
3,MFDAJPNO_00003,EJFJIICA_00031,KLDBMHLK_00003,,,,,,,,,,,,,,
1,EHOOANAO_00012,,,,,,,,,,,,,,,,
5,HCOBJECM_00004,MEGLDCKF_00004,CDKBLHKE_00004,IOCALNBG_00004,AHOILIMA_00004,,,,,,,,,,,,
5,KHDAMHGJ_00002,IBPBOOHP_00003,PAJFPAMC_00002,CNEAMKEG_00003,EOLKNJBM_00002,,,,,,,,,,,,
7,OOHHBMED_00020,MKBEIGGD_00003,KNBJAHMG_00003,KPFLFOMC_00003,LHOCMKFL_00003,BBCIJOPN_00003,DGNCDLFN_00003,,,,,,,,,,
1,EJFJIICA_00044,,,,,,,,,,,,,,,,
2,FANIDGOH_00037,COBEFPMI_00044,,,,,,,,,,,,,,,
3,CAFLMJIC_00048,NNNJPOIF_00034,AAMILBOI_00055,,,,,,,,,,,,,,
1,CMLBKDKH_00039,,,,,,,,,,,,,,,,
1,MBJHDCJA_00025,,,,,,,,,,,,,,,,
2,MDFJFFIF_00057,PDHDOIKH_00048,,,,,,,,,,,,,,,
3,KDAPJLLE_00003,DELJAAJL_00001,BLHOFFBM_00003,,,,,,,,,,,,,,
2,DENJFJGE_00030,EFEAKEDL_00030,,,,,,,,,,,,,,,
2,DENJFJGE_00013,EFEAKEDL_00008,,,,,,,,,,,,,,,
1,BOPJEMOM_00038,,,,,,,,,,,,,,,,
2,GHMGBAEI_00001,IOJIKLIK_00001,,,,,,,,,,,,,,,
1,AHBMAPJE_00058,,,,,,,,,,,,,,,,
3,DGPDLLBB_00054,BOPJEMOM_00021,FIMMPJNN_00054,,,,,,,,,,,,,,
1,CMLBKDKH_00002,,,,,,,,,,,,,,,,
1,CAFLMJIC_00016,,,,,,,,,,,,,,,,
9,JJAHEJNG_00005,PFPKOGCO_00005,AGELIOHP_00004,GMIBJNNK_00005,IKJBLBIK_00006,KAFMMDNG_00006,LJJJCJKM_00004,EJFJIICA_00006,POJEAIJC_00006,,,,,,,,
5,CHGBHGMI_00010,CNEAMKEG_00049,CIEIPNNI_00020,MKPCJEJK_00009,HFFEDDFJ_00008,,,,,,,,,,,,
1,FBFNHGHC_00006,,,,,,,,,,,,,,,,
3,COBEFPMI_00025,FANIDGOH_00018,GFNEAOIK_00026,,,,,,,,,,,,,,
7,BDFALBBM_00009,PNMLNJBE_00009,OCFEKFOI_00009,PKFPGIHL_00044,MGICCDHI_00009,DINEAAHN_00009,CIDHKLLJ_00009,,,,,,,,,,
4,HMJGHHMJ_00005,DDBEDCGG_00002,GMOEFFOK_00003,OOHHBMED_00011,,,,,,,,,,,,,
1,JKFAJILD_00001,,,,,,,,,,,,,,,,
4,JIAHOEME_00012,AMIHLCIC_00002,EPIDIIBF_00002,NPIJGLCM_00002,,,,,,,,,,,,,
1,KCOELLMG_00008,,,,,,,,,,,,,,,,
2,COBEFPMI_00054,GLEPIHLP_00010,,,,,,,,,,,,,,,
1,BOPJEMOM_00120,,,,,,,,,,,,,,,,
2,AAMILBOI_00013,CAFLMJIC_00089,,,,,,,,,,,,,,,
3,AAMILBOI_00030,CAFLMJIC_00072,NNNJPOIF_00009,,,,,,,,,,,,,,
1,IFAAAHMD_00004,,,,,,,,,,,,,,,,
5,LOAGNOMO_00003,NPBCENDG_00005,CAFLMJIC_00137,JBIMIPIB_00005,CICOJLPI_00003,,,,,,,,,,,,
2,GHMGBAEI_00026,IOJIKLIK_00026,,,,,,,,,,,,,,,
3,KOPLHBGH_00007,MOFEPKCN_00007,PIMDMHEP_00004,,,,,,,,,,,,,,
2,DGPDLLBB_00025,FIMMPJNN_00025,,,,,,,,,,,,,,,
3,CKIFJHEA_00002,IFAAAHMD_00005,AGBBPLPD_00002,,,,,,,,,,,,,,
3,CICOJLPI_00007,JBIMIPIB_00009,CAFLMJIC_00141,,,,,,,,,,,,,,
2,DGPDLLBB_00018,BOPJEMOM_00057,,,,,,,,,,,,,,,
2,DENJFJGE_00011,EFEAKEDL_00006,,,,,,,,,,,,,,,
3,CGHAHJMC_00014,MNOCLFAP_00014,MFOEDGJP_00014,,,,,,,,,,,,,,
2,KDAPJLLE_00001,BLHOFFBM_00001,,,,,,,,,,,,,,,
3,IBPBOOHP_00027,CNEAMKEG_00027,FHBPMMBH_00006,,,,,,,,,,,,,,
2,AHBMAPJE_00014,IOJIKLIK_00046,,,,,,,,,,,,,,,
