cluster,gene,,,,,,,,,
2,Potential_gene_32:30715..30915_201_bp,Potential_gene_26:9871..10071_201_bp,,,,,,,,
2,Potential_gene_19:19015..19371_357_bp,Potential_gene_17:19015..19371_357_bp,,,,,,,,
3,Potential_gene_38:41031..42353_1323_bp,Potential_gene_8:10740..12062_1323_bp,Potential_gene_40:41031..42353_1323_bp,,,,,,,
3,Potential_gene_5:6680..7564_885_bp,Potential_gene_13:15622..16506_885_bp,Potential_gene_13:16819..17703_885_bp,,,,,,,
3,Potential_gene_2:157..366_210_bp,Potential_gene_10:9099..9308_210_bp,Potential_gene_10:10293..10502_210_bp,,,,,,,
2,Potential_gene_37:34435..35217_783_bp,Potential_gene_45:43377..44159_783_bp,,,,,,,,
2,Potential_gene_94:107820..108311_492_bp,Potential_gene_3:2917..3408_492_bp,,,,,,,,
3,Potential_gene_4:2000..2326_327_bp,Potential_gene_2:1218..1544_327_bp,Potential_gene_1:1..327_327_bp,,,,,,,
1,Potential_gene_20:20063..20389_327_bp,,,,,,,,,
3,Potential_gene_19:13349..14461_1113_bp,Potential_gene_4:2233..3345_1113_bp,Potential_gene_7:8255..9367_1113_bp,,,,,,,
1,Potential_gene_68:73735..74481_747_bp,,,,,,,,,
2,Potential_gene_99:95055..95801_747_bp,Potential_gene_5:5328..6074_747_bp,,,,,,,,
10,Potential_gene_11:8429..8779_351_bp,Potential_gene_15:10823..11173_351_bp,Potential_gene_9:5686..6036_351_bp,Potential_gene_5:3288..3638_351_bp,Potential_gene_3:1498..1848_351_bp,Potential_gene_5:2438..2788_351_bp,Potential_gene_7:4701..5051_351_bp,Potential_gene_4:2000..2350_351_bp,Potential_gene_17:12550..12900_351_bp,Potential_gene_28:20704..21054_351_bp
1,Potential_gene_40:40410..42770_2361_bp,,,,,,,,,
2,Potential_gene_18:20118..20438_321_bp,Potential_gene_21:20118..20438_321_bp,,,,,,,,
1,Potential_gene_46:52482..53564_1083_bp,,,,,,,,,
4,Potential_gene_3:1979..2356_378_bp,Potential_gene_2:1211..1588_378_bp,Potential_gene_2:878..1255_378_bp,Potential_gene_4:3006..3383_378_bp,,,,,,
1,Potential_gene_26:25560..26936_1377_bp,,,,,,,,,
2,Potential_gene_24:25311..25778_468_bp,Potential_gene_52:61097..61564_468_bp,,,,,,,,
2,Potential_gene_124:118865..119311_447_bp,Potential_gene_4:2289..2735_447_bp,,,,,,,,
3,Potential_gene_16:19884..20462_579_bp,Potential_gene_16:18687..19265_579_bp,Potential_gene_8:9745..10323_579_bp,,,,,,,
1,Potential_gene_1:27..470_444_bp,,,,,,,,,
3,Potential_gene_29:23988..24464_477_bp,Potential_gene_56:56276..56752_477_bp,Potential_gene_48:44236..44712_477_bp,,,,,,,
1,Potential_gene_46:45298..45966_669_bp,,,,,,,,,
3,Potential_gene_2:2000..6271_4272_bp,Potential_gene_41:71898..76169_4272_bp,Potential_gene_11:41607..45878_4272_bp,,,,,,,
1,Potential_gene_4:2851..4140_1290_bp,,,,,,,,,
1,Potential_gene_34:31993..32526_534_bp,,,,,,,,,
1,Potential_gene_57:54983..56539_1557_bp,,,,,,,,,
4,Potential_gene_7:6542..6709_168_bp,Potential_gene_3:3194..3361_168_bp,Potential_gene_6:5325..5492_168_bp,Potential_gene_9:7324..7491_168_bp,,,,,,
3,Potential_gene_49:44740..45363_624_bp,Potential_gene_55:55625..56248_624_bp,Potential_gene_30:24492..25115_624_bp,,,,,,,
1,Potential_gene_100:112511..112723_213_bp,,,,,,,,,
1,Potential_gene_2:1585..1923_339_bp,,,,,,,,,
1,Potential_gene_22:8288..8857_570_bp,,,,,,,,,
2,Potential_gene_4:4776..5390_615_bp,Potential_gene_4:3578..4192_615_bp,,,,,,,,
1,Potential_gene_37:23462..24331_870_bp,,,,,,,,,
3,Potential_gene_12:9997..11088_1092_bp,Potential_gene_5:5461..6552_1092_bp,Potential_gene_4:3833..4924_1092_bp,,,,,,,
2,Potential_gene_100:95952..97391_1440_bp,Potential_gene_4:3739..5178_1440_bp,,,,,,,,
2,Potential_gene_47:43176..43877_702_bp,Potential_gene_28:22928..23629_702_bp,,,,,,,,
1,Potential_gene_24:25093..25512_420_bp,,,,,,,,,
3,Potential_gene_13:12792..13883_1092_bp,Potential_gene_50:48072..49163_1092_bp,Potential_gene_40:38543..39634_1092_bp,,,,,,,
3,Potential_gene_5:5056..5328_273_bp,Potential_gene_55:54496..54768_273_bp,Potential_gene_3:2967..3239_273_bp,,,,,,,
4,Potential_gene_15:11014..11364_351_bp,Potential_gene_3:1657..2007_351_bp,Potential_gene_2:719..1069_351_bp,Potential_gene_3:1236..1586_351_bp,,,,,,
2,Potential_gene_6:6102..7001_900_bp,Potential_gene_98:94128..95027_900_bp,,,,,,,,
1,Potential_gene_22:22533..23093_561_bp,,,,,,,,,
1,Potential_gene_2:2391..3566_1176_bp,,,,,,,,,
3,Potential_gene_19:15041..16276_1236_bp,Potential_gene_18:15041..16276_1236_bp,Potential_gene_18:16210..17445_1236_bp,,,,,,,
6,Potential_gene_10:9204..9944_741_bp,Potential_gene_39:39835..40575_741_bp,Potential_gene_4:2556..3296_741_bp,Potential_gene_3:2000..2740_741_bp,Potential_gene_3:1257..1997_741_bp,Potential_gene_6:5882..6622_741_bp,,,,
5,Potential_gene_7:6532..7077_546_bp,Potential_gene_4:3473..4018_546_bp,Potential_gene_10:9014..9559_546_bp,Potential_gene_8:7545..8090_546_bp,Potential_gene_15:15869..16414_546_bp,,,,,
4,Potential_gene_17:16727..16921_195_bp,Potential_gene_10:8403..8597_195_bp,Potential_gene_9:7390..7584_195_bp,Potential_gene_12:9872..10066_195_bp,,,,,,
1,Potential_gene_29:20549..21253_705_bp,,,,,,,,,
3,Potential_gene_31:25115..26383_1269_bp,Potential_gene_54:54357..55625_1269_bp,Potential_gene_50:45363..46631_1269_bp,,,,,,,
2,Potential_gene_5:2715..3950_1236_bp,Potential_gene_7:3648..4883_1236_bp,,,,,,,,
2,Potential_gene_35:40195..41607_1413_bp,Potential_gene_41:45216..46628_1413_bp,,,,,,,,
3,Potential_gene_60:59278..60639_1362_bp,Potential_gene_25:20102..21463_1362_bp,Potential_gene_44:40350..41711_1362_bp,,,,,,,
1,Potential_gene_11:11426..12181_756_bp,,,,,,,,,
2,Potential_gene_36:38789..39592_804_bp,Potential_gene_40:47230..48033_804_bp,,,,,,,,
1,Potential_gene_46:53848..54732_885_bp,,,,,,,,,
2,Potential_gene_14:17161..17784_624_bp,Potential_gene_6:8219..8842_624_bp,,,,,,,,
3,Potential_gene_15:16145..16666_522_bp,Potential_gene_26:23186..23707_522_bp,Potential_gene_16:13657..14178_522_bp,,,,,,,
2,Potential_gene_1:183..707_525_bp,Potential_gene_3:1449..1973_525_bp,,,,,,,,
1,Potential_gene_23:26383..26931_549_bp,,,,,,,,,
1,Potential_gene_33:21071..21244_174_bp,,,,,,,,,
3,Potential_gene_11:9461..10924_1464_bp,Potential_gene_3:519..1982_1464_bp,Potential_gene_11:10655..12118_1464_bp,,,,,,,
1,Potential_gene_8:7419..8018_600_bp,,,,,,,,,
1,Potential_gene_54:54145..54654_510_bp,,,,,,,,,
1,Potential_gene_8:7585..8271_687_bp,,,,,,,,,
1,Potential_gene_4:4112..4690_579_bp,,,,,,,,,
1,Potential_gene_12:13393..13707_315_bp,,,,,,,,,
3,Potential_gene_15:16229..17281_1053_bp,Potential_gene_9:9581..10633_1053_bp,Potential_gene_44:46860..47912_1053_bp,,,,,,,
1,Potential_gene_10:7881..9167_1287_bp,,,,,,,,,
1,Potential_gene_42:41195..42208_1014_bp,,,,,,,,,
1,Potential_gene_13:13842..14156_315_bp,,,,,,,,,
3,Potential_gene_58:57058..57759_702_bp,Potential_gene_8:7618..8319_702_bp,Potential_gene_6:5529..6230_702_bp,,,,,,,
1,Potential_gene_7:7745..8287_543_bp,,,,,,,,,
1,Potential_gene_57:68348..68587_240_bp,,,,,,,,,
5,Potential_gene_16:16817..17581_765_bp,Potential_gene_8:5978..6742_765_bp,Potential_gene_3:2000..2764_765_bp,Potential_gene_1:531..1295_765_bp,Potential_gene_8:8855..9619_765_bp,,,,,
3,Potential_gene_18:13043..13333_291_bp,Potential_gene_3:1927..2217_291_bp,Potential_gene_6:7949..8239_291_bp,,,,,,,
2,Potential_gene_52:48083..48541_459_bp,Potential_gene_62:57612..58070_459_bp,,,,,,,,
1,Potential_gene_25:24180..25430_1251_bp,,,,,,,,,
2,Potential_gene_2:1835..2224_390_bp,Potential_gene_4:5191..5580_390_bp,,,,,,,,
2,Potential_gene_6:5017..5829_813_bp,Potential_gene_7:5017..5829_813_bp,,,,,,,,
2,Potential_gene_44:39913..40095_183_bp,Potential_gene_63:60161..60343_183_bp,,,,,,,,
3,Potential_gene_7:9669..10709_1041_bp,Potential_gene_37:39960..41000_1041_bp,Potential_gene_39:39960..41000_1041_bp,,,,,,,
1,Potential_gene_43:43245..43439_195_bp,,,,,,,,,
3,Potential_gene_1:130..921_792_bp,Potential_gene_5:3452..4243_792_bp,Potential_gene_34:34083..34874_792_bp,,,,,,,
